Epoch,Loss fuction,Learning accuracy,Learning rate
1,0.9329652792215347,0.765,0.001
2,0.32881747305393216,0.865,0.001
3,0.28631012499332426,0.865,0.001
4,0.25158255457878115,0.765,0.001
5,0.24884872436523436,0.89,0.001
6,0.25643805161118505,0.78,0.001
7,0.2351090332865715,0.875,0.001
8,0.198424853682518,0.905,0.001
9,0.20383638858795167,0.97,0.001
10,0.18772812962532043,0.935,0.001
11,0.15159769162535666,0.965,0.001
12,0.10525411054491997,0.98,0.001
13,0.12135213673114777,0.96,0.001
14,0.08494965456426144,0.99,0.001
15,0.06993490040302276,0.98,0.001
16,0.055684804432094094,0.98,0.001
17,0.0980759996175766,0.915,0.001
18,0.08726351343095302,0.96,0.001
19,0.10206330556422472,0.99,0.001
20,0.046907691136002544,0.99,0.001
21,0.0358637576457113,0.995,0.001
22,0.046948030618950726,0.995,0.001
23,0.04214140685275197,0.995,0.001
24,0.02709222107194364,1.0,0.001
25,0.02465222357772291,0.99,0.001
26,0.03727184122893959,0.985,0.001
27,0.035415239627473054,0.985,0.001
28,0.018823448573239147,0.99,0.001
29,0.05454676459077746,1.0,0.001
30,0.01764781170990318,0.98,0.001
31,0.0360699051618576,0.995,0.001
32,0.023224155041389166,0.98,0.001
33,0.019165637394762597,1.0,0.001
34,0.02063729365589097,1.0,0.001
35,0.013377321581647266,0.98,0.001
36,0.013715595174580812,0.99,0.001
37,0.013798284142976626,1.0,0.001
38,0.011215109527111054,0.99,0.001
39,0.012844510677969084,1.0,0.001
40,0.01708808814990334,0.97,0.001
41,0.012049122616299429,0.995,0.001
42,0.012417588350363076,1.0,0.001
43,0.016175768022076226,1.0,0.001
44,0.02502568415598944,0.995,0.001
45,0.015232720153871924,1.0,0.001
46,0.02282275504840072,0.99,0.001
47,0.017061157129646745,0.99,0.001
48,0.032561274327454155,1.0,0.001
49,0.028789597337599844,0.98,0.001
50,0.01592293398862239,0.99,0.0005
51,0.011494387021084549,0.995,0.0005
52,0.006773457580129616,1.0,0.0005
53,0.006349479027558118,0.995,0.0005
54,0.01656621607602574,0.99,0.0005
55,0.008634136093314737,0.98,0.0005
56,0.024898236205335707,0.98,0.0005
57,0.012637055644299835,0.995,0.0005
58,0.009247386247952818,0.985,0.0005
59,0.013426535805410821,0.995,0.0005
60,0.007233136525610462,1.0,0.0005
61,0.005034846361086238,1.0,0.0005
62,0.008090805892425123,0.995,0.0005
63,0.007200700723624323,0.995,0.0005
64,0.004811726211337373,0.995,0.0005
65,0.003993640437329304,1.0,0.0005
66,0.004811977015342563,0.99,0.0005
67,0.008892793746235838,1.0,0.0005
68,0.007591691108882514,1.0,0.0005
69,0.004636170061130543,1.0,0.0005
70,0.0044563237218244465,1.0,0.0005
71,0.004676427700615022,1.0,0.0005
72,0.003076961431761447,1.0,0.0005
73,0.006652553833264392,1.0,0.0005
74,0.008148078419762896,1.0,0.0005
75,0.020520096579748497,0.99,0.0005
76,0.02716795041866135,1.0,0.0005
77,0.026856690238346345,0.95,0.0005
78,0.02338901480194181,1.0,0.0005
79,0.008221744729671627,0.995,0.0005
80,0.014361237832345069,0.99,0.0005
81,0.010694019835209474,1.0,0.0005
82,0.00514747706183698,1.0,0.0005
83,0.007032815782586113,1.0,0.0005
84,0.004661956763302441,1.0,0.0005
85,0.004219469967938494,0.995,0.0005
86,0.00431272487003298,0.995,0.0005
87,0.005469813460949808,1.0,0.0005
88,0.014757648363229237,1.0,0.0005
89,0.010797321094432846,0.985,0.0005
90,0.005083125865785405,0.995,0.0005
91,0.0048506176685623355,0.995,0.0005
92,0.004799438333866419,1.0,0.0005
93,0.009738320114847739,0.995,0.0005
94,0.008305719839991071,0.995,0.0005
95,0.006693745141747059,1.0,0.0005
96,0.004558116828557104,1.0,0.0005
97,0.007356501313552144,1.0,0.0005
98,0.018762252017331775,0.985,0.0005
99,0.006998990875435993,1.0,0.0005
100,0.0057375168375438075,1.0,0.00025
